車牌,日期,路線,0:去|1:返,移動距離,開始時間,結束時間,行駛時間,點位數量
366-FT,20171018,0左,0,0,20171018174246,20171018174246,0,1
366-FT,20171018,0左,1,0.13,20171018174337,20171018174448,0.02,2
366-FT,20171018,0左,0,0,20171018174528,20171018174528,0,1
366-FT,20171018,0左,1,0.51,20171018174635,20171018174851,0.04,3
366-FT,20171018,0左,0,0,20171018174952,20171018174952,0,1
366-FT,20171018,0左,1,0,20171018175053,20171018175053,0,1
366-FT,20171018,0左,0,0.08,20171018175153,20171018175234,0.01,2
366-FT,20171018,0左,1,0.7,20171018175343,20171018175735,0.06,5
366-FT,20171018,0左,0,0,20171018175836,20171018175836,0,1
366-FT,20171018,0左,1,0.18,20171018175944,20171018180048,0.02,2
366-FT,20171018,0左,0,0,20171018180138,20171018180138,0,1
366-FT,20171018,0左,1,0.1,20171018180248,20171018180439,0.03,3
366-FT,20171018,0左,0,0,20171018180540,20171018180540,0,1
366-FT,20171018,0左,1,0,20171018180641,20171018180641,0,1
366-FT,20171018,0左,0,0.52,20171018180741,20171018180942,0.03,3
366-FT,20171018,0左,1,0,20171018181053,20171018181053,0,1
366-FT,20171018,0左,0,0,20171018181145,20171018181145,0,1
366-FT,20171018,0左,1,0.51,20171018181246,20171018181527,0.04,4
366-FT,20171018,0左,0,0,20171018181628,20171018181628,0,1
366-FT,20171018,0左,1,0,20171018181747,20171018181747,0,1
366-FT,20171018,0左,0,0,20171018181830,20171018181830,0,1
366-FT,20171018,0左,1,0,20171018181931,20171018181931,0,1
366-FT,20171018,0左,0,0.66,20171018182052,20171018182253,0.03,3
366-FT,20171018,0左,1,1.35,20171018182354,20171018182737,0.06,5
366-FT,20171018,0左,0,0.21,20171018182837,20171018183038,0.03,3
366-FT,20171018,0左,1,0,20171018183139,20171018183139,0,1
366-FT,20171018,0左,0,0,20171018183240,20171018183240,0,1
366-FT,20171018,0左,1,0,20171018183346,20171018183346,0,1
366-FT,20171018,0左,0,0.58,20171018183442,20171018183629,0.03,3
366-FT,20171018,0左,1,0.77,20171018183750,20171018183931,0.03,3
366-FT,20171018,0左,0,0.05,20171018184032,20171018184153,0.02,2
366-FT,20171018,0左,1,2.62,20171018185940,20171018191330,0.23,15
366-FT,20171018,0左,0,0,20171018191451,20171018191451,0,1
366-FT,20171018,0左,1,2.78,20171018191553,20171018192649,0.18,12
366-FT,20171018,0左,0,0,20171018192741,20171018192741,0,1
366-FT,20171018,0左,1,1.28,20171018192842,20171018193243,0.07,5
366-FT,20171018,0左,0,1.37,20171018193344,20171018193726,0.06,5
366-FT,20171018,0左,1,0.74,20171018193848,20171018194130,0.05,4
366-FT,20171018,0左,0,0,20171018194231,20171018194231,0,1
366-FT,20171018,0左,1,0,20171018194334,20171018194334,0,1
366-FT,20171018,0左,0,0,20171018194453,20171018194453,0,1
366-FT,20171018,0左,1,0.8,20171018194554,20171018194936,0.06,5
366-FT,20171018,0左,0,0.43,20171018195057,20171018195138,0.01,2
366-FT,20171018,0左,1,0,20171018195239,20171018195239,0,1
366-FT,20171018,0左,0,0,20171018201940,20171018201940,0,1
366-FT,20171018,0左,1,1.04,20171018202041,20171018202545,0.08,6
366-FT,20171018,0左,0,0,20171018202647,20171018202647,0,1
366-FT,20171018,0左,1,0.64,20171018202748,20171018202949,0.03,3
366-FT,20171018,0左,0,0,20171018203050,20171018203050,0,1
366-FT,20171018,0左,1,1.74,20171018203151,20171018203644,0.08,6
366-FT,20171018,0左,0,0,20171018203735,20171018203735,0,1
366-FT,20171018,0左,1,0,20171018203836,20171018203836,0,1
366-FT,20171018,0左,0,0,20171018203936,20171018203936,0,1
366-FT,20171018,0左,1,0,20171018204050,20171018204050,0,1
366-FT,20171018,0左,0,0,20171018204139,20171018204139,0,1
366-FT,20171018,0左,1,0,20171018204248,20171018204248,0,1
366-FT,20171018,0左,0,0.12,20171018204340,20171018204440,0.02,2
366-FT,20171018,0左,1,0.75,20171018204541,20171018204846,0.05,4
366-FT,20171018,0左,0,0,20171018204944,20171018204944,0,1
366-FT,20171018,0左,1,0,20171018205045,20171018205045,0,1
366-FT,20171018,0左,0,0,20171018205146,20171018205146,0,1
366-FT,20171018,0左,1,1.36,20171018205247,20171018205657,0.07,5
366-FT,20171018,0左,0,0,20171018205749,20171018205749,0,1
366-FT,20171018,0左,1,0.3,20171018205849,20171018205945,0.02,2
366-FT,20171018,0左,0,0,20171018210030,20171018210030,0,1
366-FT,20171018,0左,1,0.89,20171018210147,20171018210449,0.05,4
366-FT,20171018,0左,0,0,20171018210534,20171018210534,0,1
366-FT,20171018,0左,1,0,20171018210644,20171018210644,0,1
366-FT,20171018,0左,0,0,20171018210757,20171018210757,0,1
366-FT,20171018,0左,1,1.85,20171018210846,20171018213853,0.5,9
366-FT,20171018,0左,0,0,20171018213952,20171018213952,0,1
366-FT,20171018,0左,1,0,20171018214053,20171018214053,0,1
366-FT,20171018,0左,0,0,20171018214153,20171018214153,0,1
366-FT,20171018,0左,1,0.76,20171018214254,20171018214535,0.04,4
366-FT,20171018,0左,0,0,20171018214636,20171018214636,0,1
366-FT,20171018,0左,1,1.35,20171018214747,20171018215144,0.07,5
366-FT,20171018,0左,0,0,20171018215241,20171018215241,0,1
366-FT,20171018,0左,1,0.47,20171018215341,20171018215442,0.02,2
366-FT,20171018,0左,0,0.02,20171018215522,20171018215623,0.02,2
366-FT,20171018,0左,1,0,20171018215746,20171018215746,0,1
366-FT,20171018,0左,0,0.3,20171018215845,20171018215946,0.02,2
366-FT,20171018,0左,1,0.21,20171018220047,20171018220127,0.01,2
366-FT,20171018,0左,0,0.46,20171018220237,20171018220439,0.03,3
366-FT,20171018,0左,1,0,20171018220550,20171018220550,0,1
366-FT,20171018,0左,0,0,20171018220640,20171018220640,0,1
366-FT,20171018,0左,1,1.48,20171018220757,20171018221144,0.06,5
366-FT,20171018,0左,0,0,20171018221245,20171018221245,0,1
366-FT,20171018,0左,1,0.57,20171018221346,20171018221447,0.02,2
366-FT,20171018,0左,0,0.22,20171018223950,20171018224051,0.02,2
366-FT,20171018,0左,1,0.6,20171018224152,20171018224358,0.04,3
366-FT,20171018,0左,0,0.36,20171018224438,20171018224527,0.01,2
366-FT,20171018,0左,1,0,20171018224628,20171018224628,0,1
366-FT,20171018,0左,0,0,20171018224728,20171018224728,0,1
366-FT,20171018,0左,1,0,20171018224845,20171018224845,0,1
366-FT,20171018,0左,0,0.48,20171018224929,20171018225050,0.02,2
366-FT,20171018,0左,1,1.48,20171018225151,20171018225735,0.1,7
366-FT,20171018,0左,0,0,20171018225836,20171018225836,0,1
366-FT,20171018,0左,1,1.05,20171018225943,20171018230239,0.05,4
366-FT,20171018,0左,0,0.19,20171018230340,20171018230441,0.02,2
366-FT,20171018,0左,1,1.76,20171018230556,20171018230945,0.06,5
366-FT,20171018,0左,0,0,20171018231045,20171018231045,0,1
366-FT,20171018,0左,1,0.79,20171018231146,20171018231353,0.04,3
366-FT,20171018,0左,0,0.52,20171018231448,20171018231630,0.03,3
366-FT,20171018,0左,1,0.85,20171018231740,20171018231941,0.03,3
366-FT,20171018,0左,0,0,20171018232042,20171018232042,0,1
366-FT,20171018,0左,1,0,20171018232143,20171018232143,0,1
366-FT,20171019,14,0,6.8,20171019070945,20171019073647,0.45,28
366-FT,20171019,14,1,6.78,20171019073929,20171019080731,0.47,29
366-FT,20171019,14,0,6.56,20171019082441,20171019085145,0.45,28
366-FT,20171019,14,1,6.71,20171019085428,20171019091941,0.42,26
366-FT,20171019,14,0,7.22,20171019101943,20171019104438,0.42,26
366-FT,20171019,14,1,6.78,20171019104529,20171019111247,0.46,28
366-FT,20171019,14,0,6.89,20171019115935,20171019122545,0.44,27
366-FT,20171019,14,1,6.64,20171019122736,20171019125452,0.45,28
366-FT,20171019,14,0,6.74,20171019140936,20171019143848,0.49,29
366-FT,20171019,14,1,6.74,20171019144040,20171019150949,0.49,30
366-FT,20171019,14,0,6.57,20171019161923,20171019164543,0.44,27
366-FT,20171019,14,1,6.8,20171019164948,20171019171747,0.47,29
366-FT,20171019,14,0,6.95,20171019173933,20171019181037,0.52,32
366-FT,20171019,14,1,6.56,20171019181340,20171019184152,0.47,29
366-FT,20171019,14,0,6.04,20171019191037,20171019193639,0.43,17
366-FT,20171019,14,1,6.1,20171019193941,20171019200142,0.37,16
366-FT,20171020,20,1,8.61,20171020070848,20171020083245,1.4,2
366-FT,20171020,20,0,0,20171020090153,20171020090153,0,1
366-FT,20171020,20,1,0.1,20171020105243,20171020105536,0.05,4
366-FT,20171020,20,0,24.76,20171020170336,20171020213643,4.55,31
366-FT,20171021,0左,0,0.37,20171021112946,20171021113148,0.03,3
366-FT,20171021,0左,1,0,20171021113249,20171021113249,0,1
366-FT,20171021,0左,0,0,20171021113350,20171021113350,0,1
366-FT,20171021,0左,1,0.09,20171021113451,20171021113634,0.03,3
366-FT,20171021,0左,0,0,20171021113733,20171021113733,0,1
366-FT,20171021,0左,1,0.44,20171021113845,20171021113939,0.02,2
366-FT,20171021,0左,0,0,20171021114035,20171021114035,0,1
366-FT,20171021,0左,1,0,20171021114136,20171021114136,0,1
366-FT,20171021,0左,0,0,20171021114237,20171021114237,0,1
366-FT,20171021,0左,1,0,20171021114337,20171021114337,0,1
366-FT,20171021,0左,0,0,20171021114438,20171021114438,0,1
366-FT,20171021,0左,1,0.19,20171021114548,20171021114641,0.01,2
366-FT,20171021,0左,0,0.44,20171021114740,20171021115043,0.05,4
366-FT,20171021,0左,1,0.68,20171021115150,20171021115638,0.08,6
366-FT,20171021,0左,0,0,20171021115738,20171021115738,0,1
366-FT,20171021,0左,1,0,20171021115859,20171021115859,0,1
366-FT,20171021,0左,0,0.66,20171021115939,20171021120242,0.05,4
366-FT,20171021,0左,1,0.48,20171021120343,20171021120444,0.02,2
366-FT,20171021,0左,0,0,20171021120544,20171021120544,0,1
366-FT,20171021,0左,1,0,20171021120647,20171021120647,0,1
366-FT,20171021,0左,0,0,20171021120746,20171021120746,0,1
366-FT,20171021,0左,1,0,20171021120847,20171021120847,0,1
366-FT,20171021,0左,0,0.02,20171021120928,20171021120948,0.01,2
366-FT,20171021,0左,1,0,20171021121129,20171021121129,0,1
366-FT,20171021,0左,0,0,20171021121351,20171021121351,0,1
366-FT,20171021,0左,1,0,20171021121452,20171021121452,0,1
366-FT,20171021,0左,0,0.01,20171021121553,20171021121633,0.01,2
366-FT,20171021,0左,1,0.49,20171021121734,20171021122138,0.07,5
366-FT,20171021,0左,0,0,20171021122239,20171021122239,0,1
366-FT,20171021,0左,1,0.66,20171021122345,20171021122541,0.03,3
366-FT,20171021,0左,0,0,20171021122642,20171021122642,0,1
366-FT,20171021,0左,1,0.36,20171021122743,20171021122844,0.02,2
366-FT,20171021,0左,0,0.21,20171021122944,20171021123450,0.09,6
366-FT,20171021,0左,1,0,20171021123551,20171021123551,0,1
366-FT,20171021,0左,0,0.01,20171021123954,20171021124156,0.03,3
366-FT,20171021,0左,1,1.01,20171021124244,20171021124640,0.07,5
366-FT,20171021,0左,0,0,20171021124742,20171021124742,0,1
366-FT,20171021,0左,1,0,20171021124903,20171021124903,0,1
366-FT,20171021,0左,0,0.35,20171021124943,20171021125145,0.03,3
366-FT,20171021,0左,1,0,20171021125245,20171021125245,0,1
366-FT,20171021,0左,0,0,20171021125346,20171021125346,0,1
366-FT,20171021,0左,1,0,20171021125427,20171021125427,0,1
366-FT,20171021,0左,0,0,20171021125528,20171021125528,0,1
366-FT,20171021,0左,1,0.49,20171021125649,20171021125850,0.03,3
366-FT,20171021,0左,0,0,20171021125950,20171021125950,0,1
366-FT,20171021,0左,1,0.5,20171021130051,20171021130253,0.03,3
366-FT,20171021,0左,0,0.1,20171021130354,20171021130455,0.02,2
366-FT,20171021,0左,1,0.06,20171021130535,20171021130636,0.02,2
366-FT,20171021,0左,0,0,20171021130737,20171021130737,0,1
366-FT,20171021,0左,1,0.37,20171021130846,20171021130942,0.02,2
366-FT,20171021,0左,0,0,20171021131040,20171021131040,0,1
366-FT,20171021,0左,1,0.58,20171021131141,20171021131248,0.02,2
366-FT,20171021,0左,0,0,20171021131343,20171021131343,0,1
366-FT,20171021,0左,1,0,20171021131444,20171021131444,0,1
366-FT,20171021,0左,0,0.18,20171021131544,20171021131645,0.02,2
366-FT,20171021,0左,1,0,20171021131736,20171021131736,0,1
366-FT,20171021,0左,0,0,20171021131846,20171021131846,0,1
366-FT,20171021,0左,1,0,20171021131947,20171021131947,0,1
366-FT,20171021,0左,0,0.76,20171021132048,20171021132552,0.08,6
366-FT,20171021,0左,1,0.16,20171021132636,20171021132733,0.02,2
366-FT,20171021,0左,0,0.17,20171021132834,20171021132934,0.02,2
366-FT,20171021,0左,1,0.33,20171021133041,20171021133139,0.02,2
366-FT,20171021,0左,0,0,20171021133239,20171021133239,0,1
366-FT,20171021,0左,1,0.75,20171021133354,20171021133652,0.05,4
366-FT,20171021,0左,0,0.32,20171021133733,20171021134035,0.05,4
366-FT,20171021,0左,1,0.49,20171021134136,20171021134345,0.04,3
366-FT,20171021,0左,0,0,20171021134444,20171021134444,0,1
366-FT,20171021,0左,1,0.69,20171021134544,20171021135337,0.13,9
366-FT,20171021,0左,0,0,20171021135442,20171021135442,0,1
366-FT,20171021,0左,1,1.21,20171021135546,20171021140148,0.1,7
366-FT,20171021,0左,0,0,20171021140249,20171021140249,0,1
366-FT,20171021,0左,1,0.77,20171021140349,20171021140653,0.05,4
366-FT,20171021,0左,0,0.41,20171021140752,20171021141337,0.1,2
366-FT,20171021,0左,1,1.29,20171021141438,20171021141830,0.06,5
366-FT,20171021,0左,0,0,20171021141942,20171021141942,0,1
366-FT,20171021,0左,1,0,20171021142043,20171021142043,0,1
366-FT,20171021,0左,0,0,20171021142144,20171021142144,0,1
366-FT,20171021,0左,1,0,20171021142244,20171021142244,0,1
366-FT,20171021,0左,0,1.56,20171021142345,20171021142849,0.08,6
366-FT,20171021,0左,1,0,20171021142950,20171021142950,0,1
366-FT,20171021,0左,0,0,20171021143051,20171021143051,0,1
366-FT,20171021,0左,1,0,20171021143136,20171021143136,0,1
366-FT,20171021,0左,0,0,20171021143232,20171021143232,0,1
366-FT,20171021,0左,1,0.74,20171021143315,20171021143544,0.04,3
366-FT,20171021,0左,0,0,20171021143645,20171021143645,0,1
366-FT,20171021,0左,1,0.81,20171021143746,20171021144119,0.06,5
366-FT,20171021,0左,0,0.54,20171021144243,20171021145051,0.14,4
366-FT,20171021,0左,1,0.76,20171021145152,20171021145357,0.03,3
366-FT,20171021,0左,0,0,20171021145435,20171021145435,0,1
366-FT,20171021,0左,1,0.61,20171021145543,20171021145738,0.03,3
366-FT,20171021,0左,0,0,20171021145838,20171021145838,0,1
366-FT,20171021,0左,1,0,20171021145948,20171021145948,0,1
366-FT,20171021,0左,0,0,20171021150040,20171021150040,0,1
366-FT,20171021,0左,1,0.81,20171021150141,20171021150452,0.05,4
366-FT,20171021,0左,0,0,20171021150532,20171021150532,0,1
366-FT,20171021,0左,1,0.76,20171021150635,20171021150939,0.05,4
366-FT,20171021,0左,0,0.02,20171021151035,20171021151136,0.02,2
366-FT,20171021,0左,1,0.47,20171021151237,20171021151843,0.1,7
366-FT,20171021,0左,0,0,20171021151943,20171021151943,0,1
366-FT,20171021,0左,1,0.38,20171021152043,20171021152145,0.02,2
366-FT,20171021,0左,0,0,20171021152245,20171021152245,0,1
366-FT,20171021,0左,1,0.77,20171021152355,20171021152649,0.05,4
366-FT,20171021,0左,0,0,20171021152729,20171021152729,0,1
366-FT,20171021,0左,1,0,20171021152836,20171021152836,0,1
366-FT,20171021,0左,0,0,20171021152930,20171021152930,0,1
366-FT,20171021,0左,1,3.68,20171021153038,20171021155239,0.37,3
366-FT,20171021,0左,0,0.06,20171021155349,20171021155449,0.02,2
366-FT,20171021,0左,1,0,20171021155550,20171021155550,0,1
366-FT,20171021,0左,0,0.01,20171021155953,20171021160256,0.05,5
366-FT,20171021,0左,1,1.6,20171021160438,20171021161245,0.14,9
366-FT,20171021,0左,0,0,20171021161346,20171021161346,0,1
366-FT,20171021,0左,1,0.15,20171021161426,20171021161535,0.02,2
366-FT,20171021,0左,0,0.05,20171021161628,20171021161729,0.02,2
366-FT,20171021,0左,1,0,20171021161831,20171021161831,0,1
366-FT,20171021,0左,0,0.47,20171021161930,20171021162051,0.02,2
366-FT,20171021,0左,1,0.06,20171021162152,20171021162353,0.03,3
366-FT,20171021,0左,0,0,20171021162454,20171021162454,0,1
366-FT,20171021,0左,1,0.78,20171021162541,20171021162938,0.07,5
366-FT,20171021,0左,0,0.38,20171021163038,20171021163240,0.03,3
366-FT,20171021,0左,1,0,20171021163340,20171021163340,0,1
366-FT,20171021,0左,0,0,20171021163441,20171021163441,0,1
366-FT,20171021,0左,1,1.26,20171021163541,20171021163847,0.05,4
366-FT,20171021,0左,0,0,20171021163944,20171021163944,0,1
366-FT,20171021,0左,1,0,20171021164045,20171021164045,0,1
366-FT,20171021,0左,0,0,20171021164146,20171021164146,0,1
366-FT,20171021,0左,1,0,20171021164247,20171021164247,0,1
366-FT,20171021,0左,0,0.47,20171021164348,20171021164549,0.03,3
366-FT,20171021,0左,1,0,20171021164650,20171021164650,0,1
366-FT,20171021,0左,0,0.05,20171021164751,20171021164851,0.02,2
366-FT,20171021,0左,1,0.15,20171021164955,20171021165033,0.01,2
366-FT,20171021,0左,0,0,20171021165133,20171021165133,0,1
366-FT,20171021,0左,1,0,20171021165234,20171021165234,0,1
366-FT,20171021,0左,0,0,20171021165335,20171021165335,0,1
366-FT,20171021,0左,1,0,20171021165436,20171021165436,0,1
366-FT,20171021,0左,0,0,20171021165536,20171021165536,0,1
366-FT,20171021,0左,1,0.97,20171021165639,20171021165943,0.05,4
366-FT,20171021,0左,0,0,20171021170040,20171021170040,0,1
366-FT,20171021,0左,1,0.18,20171021170143,20171021170250,0.02,2
366-FT,20171021,0左,0,0.36,20171021173933,20171021174235,0.05,4
366-FT,20171021,0左,1,0.22,20171021174345,20171021174445,0.02,2
366-FT,20171021,0左,0,0,20171021174537,20171021174537,0,1
366-FT,20171021,0左,1,0.76,20171021174638,20171021175041,0.07,5
366-FT,20171021,0左,0,0,20171021175142,20171021175142,0,1
366-FT,20171021,0左,1,0.52,20171021175243,20171021175545,0.05,4
366-FT,20171021,0左,0,0.6,20171021175646,20171021180332,0.11,8
366-FT,20171021,0左,1,1.41,20171021180439,20171021181038,0.1,7
366-FT,20171021,0左,0,0,20171021181119,20171021181119,0,1
366-FT,20171021,0左,1,0,20171021181257,20171021181257,0,1
366-FT,20171021,0左,0,0.22,20171021181340,20171021181441,0.02,2
366-FT,20171021,0左,1,0,20171021181542,20171021181542,0,1
366-FT,20171021,0左,0,0.01,20171021181643,20171021181744,0.02,2
366-FT,20171021,0左,1,0.22,20171021181846,20171021182248,0.07,5
366-FT,20171021,0左,0,0,20171021182349,20171021182349,0,1
366-FT,20171021,0左,1,0.5,20171021182437,20171021182631,0.03,3
366-FT,20171021,0左,0,0.72,20171021182752,20171021183155,0.07,5
366-FT,20171021,0左,1,0,20171021183256,20171021183256,0,1
366-FT,20171021,0左,0,0.26,20171021183356,20171021183557,0.03,3
366-FT,20171021,0左,1,0.16,20171021183641,20171021183739,0.02,2
366-FT,20171021,0左,0,0,20171021183839,20171021183839,0,1
366-FT,20171021,0左,1,0,20171021183940,20171021183940,0,1
366-FT,20171021,0左,0,0.61,20171021184041,20171021184242,0.03,3
366-FT,20171021,0左,1,0.61,20171021184349,20171021184452,0.02,2
366-FT,20171021,0左,0,0,20171021184528,20171021184528,0,1
366-FT,20171021,0左,1,1.49,20171021184639,20171021185153,0.09,6
366-FT,20171021,0左,0,0,20171021185254,20171021185254,0,1
366-FT,20171021,0左,1,0,20171021185353,20171021185353,0,1
366-FT,20171021,0左,0,0.18,20171021185454,20171021185555,0.02,2
366-FT,20171021,0左,1,0.36,20171021185635,20171021185736,0.02,2
366-FT,20171021,0左,0,0,20171021185837,20171021185837,0,1
366-FT,20171021,0左,1,3.05,20171021185938,20171021191451,0.25,15
366-FT,20171021,0左,0,0.31,20171021191552,20171021191835,0.05,4
366-FT,20171021,0左,1,0,20171021191936,20171021191936,0,1
366-FT,20171021,0左,0,0,20171021192037,20171021192037,0,1
366-FT,20171021,0左,1,0,20171021192107,20171021192107,0,1
366-FT,20171021,0左,0,0,20171021192242,20171021192242,0,1
366-FT,20171021,0左,1,0.84,20171021192343,20171021192644,0.05,4
366-FT,20171021,0左,0,0,20171021192745,20171021192745,0,1
366-FT,20171021,0左,1,0,20171021192855,20171021192855,0,1
366-FT,20171021,0左,0,0,20171021192946,20171021192946,0,1
366-FT,20171021,0左,1,1.11,20171021193049,20171021193455,0.07,5
366-FT,20171021,0左,0,0,20171021193554,20171021193554,0,1
366-FT,20171021,0左,1,0,20171021193655,20171021193655,0,1
366-FT,20171021,0左,0,0.11,20171021193755,20171021193856,0.02,2
366-FT,20171021,0左,1,0,20171021193937,20171021193937,0,1
366-FT,20171021,0左,0,0,20171021194038,20171021194038,0,1
366-FT,20171021,0左,1,1.07,20171021194139,20171021194441,0.05,4
366-FT,20171021,0左,0,0,20171021194542,20171021194542,0,1
366-FT,20171021,0左,1,1.89,20171021194653,20171021195328,0.11,8
366-FT,20171021,0左,0,0,20171021195429,20171021195429,0,1
366-FT,20171021,0左,1,0,20171021195550,20171021195550,0,1
366-FT,20171021,0左,0,0.58,20171021195651,20171021195852,0.03,3
366-FT,20171021,0左,1,1,20171021195953,20171021200155,0.03,3
366-FT,20171021,0左,0,0.78,20171021200256,20171021202234,0.33,5
366-FT,20171021,0左,1,0.44,20171021202345,20171021202545,0.03,3
366-FT,20171021,0左,0,0,20171021202626,20171021202626,0,1
366-FT,20171021,0左,1,1.13,20171021202747,20171021203130,0.06,5
366-FT,20171021,0左,0,0.24,20171021203231,20171021203534,0.05,4
366-FT,20171021,0左,1,0,20171021203637,20171021203637,0,1
366-FT,20171021,0左,0,0,20171021203736,20171021203736,0,1
366-FT,20171021,0左,1,0.3,20171021203844,20171021203938,0.02,2
366-FT,20171021,0左,0,0,20171021204038,20171021204038,0,1
366-FT,20171021,0左,1,0,20171021204139,20171021204139,0,1
366-FT,20171021,0左,0,0.1,20171021204240,20171021204341,0.02,2
366-FT,20171021,0左,1,0.44,20171021204442,20171021204643,0.03,3
366-FT,20171021,0左,0,0.47,20171021204744,20171021204844,0.02,2
366-FT,20171021,0左,1,0.3,20171021204945,20171021205047,0.02,2
366-FT,20171021,0左,0,0,20171021205147,20171021205147,0,1
366-FT,20171021,0左,1,0,20171021205253,20171021205253,0,1
366-FT,20171021,0左,0,0,20171021205349,20171021205349,0,1
366-FT,20171021,0左,1,0,20171021205450,20171021205450,0,1
366-FT,20171021,0左,0,0,20171021205550,20171021205550,0,1
366-FT,20171021,0左,1,0.59,20171021205651,20171021205752,0.02,2
366-FT,20171021,0左,0,0.01,20171021205833,20171021205934,0.02,2
366-FT,20171021,0左,1,0,20171021210043,20171021210043,0,1
366-FT,20171021,0左,0,0,20171021210135,20171021210135,0,1
366-FT,20171021,0左,1,0,20171021210246,20171021210246,0,1
366-FT,20171021,0左,0,0.3,20171021210337,20171021210539,0.03,3
366-FT,20171021,0左,1,0.19,20171021210652,20171021210841,0.03,3
366-FT,20171021,0左,0,0.1,20171021210942,20171021211043,0.02,2
366-FT,20171021,0左,1,0.55,20171021211144,20171021211245,0.02,2
366-FT,20171021,0左,0,0.15,20171021211345,20171021211446,0.02,2
366-FT,20171021,0左,1,0,20171021211547,20171021211547,0,1
366-FT,20171021,0左,0,0.06,20171021211648,20171021211749,0.02,2
366-FT,20171021,0左,1,0,20171021211832,20171021211832,0,1
366-FT,20171021,0左,0,0,20171021211930,20171021211930,0,1
366-FT,20171021,0左,1,0.74,20171021212046,20171021212445,0.07,5
366-FT,20171021,0左,0,0.14,20171021212534,20171021212639,0.02,2
366-FT,20171021,0左,1,0.53,20171021212739,20171021212852,0.02,2
366-FT,20171021,0左,0,0,20171021212941,20171021212941,0,1
366-FT,20171021,0左,1,0,20171021213041,20171021213041,0,1
366-FT,20171021,0左,0,0,20171021213142,20171021213142,0,1
366-FT,20171021,0左,1,0.48,20171021213243,20171021213546,0.05,4
366-FT,20171021,0左,0,0.24,20171021213647,20171021213747,0.02,2
366-FT,20171021,0左,1,0.51,20171021213855,20171021214029,0.03,3
366-FT,20171021,0左,0,0,20171021214129,20171021214129,0,1
366-FT,20171021,0左,1,0.29,20171021214230,20171021214351,0.02,2
366-FT,20171021,0左,0,0.31,20171021214452,20171021214755,0.05,3
366-FT,20171021,0左,1,0,20171021214836,20171021214836,0,1
366-FT,20171021,0左,0,0,20171021214937,20171021214937,0,1
366-FT,20171021,0左,1,0,20171021215017,20171021215017,0,1
366-FT,20171021,0左,0,0,20171021215136,20171021215136,0,1
366-FT,20171021,0左,1,0,20171021215237,20171021215237,0,1
366-FT,20171021,0左,0,0,20171021215337,20171021215337,0,1
366-FT,20171021,0左,1,0.17,20171021215446,20171021215538,0.01,2
366-FT,20171021,0左,0,0,20171021215639,20171021215639,0,1
366-FT,20171021,0左,1,0.06,20171021215740,20171021215820,0.01,2
366-FT,20171021,0左,0,0.91,20171021215943,20171021220346,0.07,5
366-FT,20171021,0左,1,0.35,20171021220447,20171021220548,0.02,2
366-FT,20171021,0左,0,0.65,20171021220649,20171021220951,0.05,3
366-FT,20171021,0左,1,0.28,20171021221052,20171021221154,0.02,2
366-FT,20171021,0左,0,0.54,20171021221253,20171021221532,0.04,4
366-FT,20171021,0左,1,0,20171021221734,20171021221734,0,1
366-FT,20171021,0左,0,1.05,20171021221834,20171021222136,0.05,4
366-FT,20171021,0左,1,1.03,20171021222244,20171021222550,0.05,4
366-FT,20171021,0左,0,0,20171021222640,20171021222640,0,1
366-FT,20171021,0左,1,0,20171021222745,20171021222745,0,1
366-FT,20171021,0左,0,0,20171021222841,20171021222841,0,1
366-FT,20171021,0左,1,0.56,20171021222942,20171021223143,0.03,3
366-FT,20171021,0左,0,0,20171021223951,20171021224052,0.02,2
366-FT,20171021,0左,1,2.17,20171021224152,20171021224738,0.1,7
366-FT,20171021,0左,0,0.09,20171021224839,20171021224940,0.02,2
366-FT,20171021,0左,1,1.12,20171021225041,20171021225444,0.07,5
366-FT,20171021,0左,0,0,20171021225545,20171021225545,0,1
366-FT,20171021,0左,1,2.53,20171021225646,20171021230448,0.13,9
366-FT,20171021,0左,0,0,20171021230541,20171021230541,0,1
366-FT,20171021,0左,1,0.95,20171021230642,20171021230843,0.03,3
366-FT,20171021,0左,0,0,20171021230944,20171021230944,0,1
366-FT,20171021,0左,1,0.2,20171021231045,20171021231145,0.02,2
366-FT,20171021,0左,0,0,20171021231247,20171021231247,0,1
366-FT,20171021,0左,1,2.87,20171021231345,20171021232434,0.18,12
366-FT,20171021,0左,0,0,20171021232535,20171021232535,0,1
366-FT,20171021,0左,1,0,20171021232636,20171021232636,0,1
366-FT,20171021,0左,0,0.53,20171021232737,20171021233133,0.07,5
366-FT,20171022,14,0,6.82,20171022110446,20171022113254,0.47,29
366-FT,20171022,14,1,6.31,20171022113540,20171022120031,0.41,26
366-FT,20171022,0左,1,0.89,20171022130942,20171022131255,0.05,4
366-FT,20171022,0左,0,0,20171022131356,20171022131356,0,1
366-FT,20171022,0左,1,0,20171022131456,20171022131456,0,1
366-FT,20171022,0左,0,0.15,20171022131558,20171022131658,0.02,2
366-FT,20171022,0左,1,0.52,20171022131739,20171022131839,0.02,2
366-FT,20171022,0左,0,0,20171022131939,20171022131939,0,1
366-FT,20171022,0左,1,0,20171022132040,20171022132040,0,1
366-FT,20171022,0左,0,0,20171022132142,20171022132142,0,1
366-FT,20171022,0左,1,0.35,20171022132242,20171022132354,0.02,2
